Index,Taxon,Name_in_tree,Clade,Subclade,Subclade_2,Max_age,Min_age,FL,FC,FML,FAP,TL_TLE,TC,HL,HC,HML,HAP,RC,RL_RLE,MtL,Source,Age/notes,Juvenile,Bonebed,Institution,Specimen,FCoval,HCoval,FCe,FCe_meserr,FCe_method,HCe,HCe_meserr,HCe_method,Mass,Mass_lse (log10)
732,Chasmosaurus_belli,Chasmosaurus_belli,Ornithischia,Ceratopsidae,Ceratopsidae,Late_Campanian,Late_Campanian,825,325,94.6,100,565,282,580,254,80.3,65.6,122.5,338.5,217.7,ROM 839 (NEC/MTC),mature,0,0,"ROM, Royal Ontario Museum, Toronto, Canada",ROM 839,305.74,229.76,325,0,measured,254,0,measured,3097.617496,0.153215359
733,Chasmosaurus_russelli,Chasmosaurus_russelli,Ornithischia,Ceratopsidae,Ceratopsidae,Late_Campanian,Late_Campanian,716,312,97.6,76.5,498,257,553,270,91,70.4,118,312,170,CMN 2280 (NEC); Mallon 2006; also Carrano dataset TMP 82.4.5 (cast of NMC 2280),skull length from Lull 1933; mature,0,0,"CMN, Canadian Museum of Nature, Ottawa, Canada",CMN 2280,274.48,254.56,312,0,measured,270,0,measured,3141.943443,0.153130193
734,Chungkingosaurus_jiangbeiensis,Chungkingosaurus_jiangbeiensis,Ornithischia,Stegosauria,Stegosauria,Oxfordian,Early_Kimmeridgian,670,,110,,487,,440,,91,,,,,Dong et al 1983,"humerus shaft round, diameters given; may not be the same species, but is a larger specimen than the holotype",0,0,"CV, Chongqing",CV 00205,,,316.29,0.0468,FC_for_quadrupedal_dinosaurs_using_FML_and_equation_.15.,263.47,0.0324,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,3108.808849,0.236638931
735,Claosaurus_agilis,Claosaurus_agilis,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Coniacian,Late_Coniacian,697,,,99,572,,360,,,46,,271,216,YPM 1190 (MTC); Lull and Wright 1942,immature; juvenile-shaped scapula: Carpenter et al. 1995,0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 1190,,,258.26,0.0418,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,170.46,0.0457,HC_for_quadrupedal_iguanodontians_using_HAP_and_equation_.34.,1355.912234,0.275523995
736,Coahuilaceratops_magnacuerna,Coahuilaceratops_magnacuerna,Ornithischia,Ceratopsidae,Ceratopsidae,Late_Campanian,Late_Campanian,,,,,,,,,,,,,,Loewen et al. 2010,unprepared postcranial elements; snout-quadrate length: 701; total length including frill: 1618,0,0,"CPC, Colección Paleontológica de Coahuila, Saltillo",CPC 276,,,,,,,,,,
737,Colepiocephale_lambei,Colepiocephale_lambei,Ornithischia,Pachycephalosauria,Pachycephalosauria,Middle_Campanian,Middle_Campanian,,,,,,,,,,,,,,Schott et al. 2009,Cranial domes only,0,0,"CMN, Canadian Museum of Nature, Ottawa, Canada",CMN 8818,,,,,,,,,,
738,Corythosaurus_casuarius,Corythosaurus_casuarius,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,1080,,,130,1000,,585,,,,,,380,AMNH 5240 (MTC); Brown 1916,mature,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5240,,,419.67,0.0414,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,236.08,0.0513,HC_for_quadrupedal_iguanodontians_using_HL_and_equation_.35.,4361.681338,0.312537114
739,Corythosaurus_intermedius,Corythosaurus_intermedius,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,1058.8,365,86.6,108,940,370,536.3,237.5,79.5,69.2,146,635,370,ROM 845 (NEC/MTC); Evans 2010,mature,0,0,"ROM, Royal Ontario Museum, Toronto, Canada",ROM 845,306.6,233.86,365,0,measured,237.5,0,measured,3455.663476,0.152373503
740,Craspedodon_lonzeensis,not,Ornithischia,Iguanodontia,Iguanodontia,Santonian,Early_Campanian,,,,,,,,,,,,,,Godefroit and Lambert 2007,"isolated teeth, compare to Protoceratops hellenikorhinus",0,0,"IRSNB, Institut royal des Sciences naturelles de Belgique, Brussels, Belgium",IRSNB R59,,,,,,,,,,
741,Crichtonsaurus_benxiensis,Crichtonsaurus_benxiensis,Ornithischia,Ankylosauria,Ankylosauria,Cenomanian,Turonian,320,,49,,290,,230,,36,,,145,,Lu et al. 2007; BXGM V0012-1,,0,0,"BXGM, Benxi Geological Museum, Liaoning Province, China",BXGM V0012-1,,,154.18,0.0474,FC_for_quadrupedal_dinosaurs_using_FML_and_equation_.15.,113.92,0.0332,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,373.0042803,0.229403328
742,Crichtonsaurus_bohlini,Crichtonsaurus_bohlini,Ornithischia,Ankylosauria,Ankylosauria,Cenomanian,Turonian,343,,67,,,,240,,51,,,,,Dong 2002,Total body length estmated at 3 m in the paper,0,0,"LPM, Liaoning Paleontological Museum, China",LPM 101,,,203.59,0.0471,FC_for_quadrupedal_dinosaurs_using_FML_and_equation_.15.,156.09,0.0328,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,836.7146317,0.230477761
743,Cumnoria_prestwichii,Cumnoria_prestwichii,Ornithischia,Iguanodontia,Iguanodontia,Kimmeridgian,Kimmeridgian,,,,,,,297,,38,29,,,,Galton 1980a,immature; unfused braincase elements: Galton & Powell 1980,1,0,"OUMNH, Oxford University Museum of Natural History, Oxford, UK",OUMNH J.3303,,105.72,,,,110.08,0.0202,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,,
744,Dacentrurus_armatus,Dacentrurus_armatus,Ornithischia,Stegosauria,Stegosauria,Late_Kimmeridgian,Late_Kimmeridgian,1232,,165,,,,760,370,123,92,,575,,BMNH 46013 (RBJB),ulna and radius measurements from Galton 1985; femur is crushed,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH 46013,,339.48,429.28,0.0274,FC_for_thyreophorans_using_HC_and_equation_.23.,370,0,measured,7515.970792,0.233433655
745,Dakotadon_lakotaensis,Dakotadon_lakotaensis,Ornithischia,Iguanodontia,Iguanodontia,Barremian,Barremian,,,,,,,,,,,,,,Weishampel and Bjork 1989,no limbs; skull length is an estimate,0,0,"SDSM, South Dakota School of Mines and Technology, Rapid City, South Dakota, USA",SDSM 8656,,,,,,,,,,
746,Delapparentia_turolensis,not,Ornithischia,Iguanodontia,Iguanodontia,Early_Barremian,Early_Barremian,,,,,,,,,,,,,,Ruiz-Omeñaca 2011,"no limbs; Illium length as preserved 780 mm, missing anterior more region",0,0,MPT,MPT/I.G.,,,,,,,,,,
747,Diabloceratops_eatoni,Diabloceratops_eatoni,Ornithischia,Ceratopsidae,Ceratopsidae,Early_Campanian,Middle_Campanian,,,,,,,,,,,,,,Kirkland & DeBlieux 2010,Skull only; mature,0,0,"UMNH, University of Utah Museum of Natural History, Salt Lake City, Utah, USA",UMNH VP 16699,,,,,,,,,,
748,Draconyx_loureiroi,not,Ornithischia,Iguanodontia,Iguanodontia,Tithonian,Tithonian,,,66,64,,,,,,,,,,ML 434 (MTC),,0,0,"ML, Lourinha Museum, Lourinha, Portugal",ML 434,204.22,,214.43,0.0245,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,,
749,Dracopelta_zbyszewskii,not,Ornithischia,Ankylosauria,Ankylosauria,Late_Tithonian,Late_Tithonian,,,,,,,,,,,,,,Galton 1980b,"pelvis, partial ribcage, armour and foot",0,0,MIGM,SGP,,,,,,,,,,
750,Drinker_nisti,not,Ornithischia,Ornithischia,Ornithischia,Kimmeridgian,Tithonian,,,,,,,,,,,,,,Bakker et al. 1990,"no complete limbs, astragalus width 25.6 mm; subadult",1,0,"CPS, Colorado Palaeontographical Society, University Museum of the University of Colorado, USA",CPS 106,,,,,,,,,,
751,Dryosaurus_altus,Dryosaurus_altus,Ornithischia,Iguanodontia,Iguanodontia,Kimmeridgian,Tithonian,350,138,42.1,40.3,393,115,191,63,20.8,18.8,40,146.2,,YPM 1876 (NEC/MTC),immature; Osi et al. 2012,1,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 1876,129.45,62.24,138,0,measured,63,0,measured,168.9565248,0.151631044
752,Dyoplosaurus_acutesquamous,Dyoplosaurus_acutesquamous,Ornithischia,Ankylosauria,Ankylosauria,Middle_Campanian,Late_Campanian,562,273,103.2,45.8,,,,,,,119,240,108,"ROM 784 (DCE, MTC)",mature; Arbour et al 2009,0,0,"ROM, Royal Ontario Museum, Toronto, Canada",ROM 784,242.81,,273,0,measured,237.81,0.0265,HC_for_thyreophorans_using_FC_and_equation_.25.,2194.893461,0.222364932
753,Dysalotosaurus_lettowvorbecki,Dysalotosaurus_lettowvorbecki,Ornithischia,Iguanodontia,Iguanodontia,Late_Kimmeridgian,Tithonian,343,134,45,36,,,,,,,,,,BMNH R12777 (MTC),mature; Osi et al. 2012,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R12777,127.63,,134,0,measured,,,,,
754,Echinodon_becklesii,Echinodon_becklesii,Ornithischia,Ornithischia,Ornithischia,Berriasian,Berriasian,,,,,,,,,,,,,,jaws only,,0,0,"BMNH, Natural History Museum, London, United Kingdom","BMNH 48209, 48210",,,,,,,,,,
755,Edmontonia_longiceps,Edmontonia_longiceps,Ornithischia,Ankylosauria,Ankylosauria,Middle_Campanian,Middle_Campanian,663,276,,,558,,478,240,94.3,48.3,168,297.9,,CMN 8531 (NEC); Carpenter 1990,"Skull length was also estimate in Carpenter et al 2001 to 600mm (no sp# given); humerus anteroposteriorly crushed, diameter likely not good; femur too crushed to take diameter, circumference ok; mature",0,0,"CMN, Canadian Museum of Nature, Ottawa, Canada",CMN 8531,,229.86,276,0,measured,240,0,measured,2256.751309,0.149649279
756,Edmontonia_rugosidens,Edmontonia_rugosidens,Ornithischia,Ankylosauria,Ankylosauria,Late_Maastrichtian,Late_Maastrichtian,,,,,,,420,209,78.3,49.1,,,,ROM 1215 (DCE),mature; get measurements from ROM,0,0,"ROM, Royal Ontario Museum, Toronto, Canada",ROM 1215,,202.76,239.03,0.0272,FC_for_thyreophorans_using_HC_and_equation_.23.,209,0,measured,1530.505168,0.224047376
757,Edmontosaurus_annectens,Edmontosaurus_annectens,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Maastrichtian,Late_Maastrichtian,1147.7,512.3,,140,968,381,680.5,250.5,84.7,64.7,160,621.5,407.5,AMNH 5730 (NEC/MTC),mature,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5730,,235.73,512.3,0,measured,250.5,0,measured,6610.07936,0.149990874
758,Edmontosaurus_regalis,Edmontosaurus_regalis,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Early_Maastrichtian,1242.5,532,147,146.5,1174,405,697.5,270,97.3,64.5,167,673,,CMN 2289 (NEC),"Skull length based on ROM 801, which has similarly sized limbs as CMN 2289; mature",0,0,"CMN, Canadian Museum of Nature, Ottawa, Canada",CMN 2289,461.03,256.77,532,0,measured,270,0,measured,7586.499866,0.153287599
759,Einiosaurus_procurvicornis,Einiosaurus_procurvicornis,Ornithischia,Ceratopsidae,Ceratopsidae,Middle_Campanian,Late_Campanian,644,,,,,,,,,,,,,Tumarkin-Deratzian 2009,All bonebed material; largest bonebed femur reported; a skull with basal length = 670 mm and total length = 1560 was listed by Sampson 1995; mature,0,1,"MOR, Museum of the Rockies, Bozeman, Montana, USA",MOR 456-8-9-6-1,,,265.92,0.0535,FC_for_quadrupedal_dinosaurs_using_FL_and_equation_.16.,,,,,
760,Elrhazosaurus_nigeriensis,Elrhazosaurus_nigeriensis,Ornithischia,Iguanodontia,Iguanodontia,Aptian,Albian,224,90,26.3,26.8,,,,,,,,,,MNHN GDF 332 (MTC),mature; Galton and Taquet 1982,0,0,"MNHN, Musee Nationale d'Histoire Naturelle, Paris, France",MNHN GDF 332,83.41,,90,0,measured,,,,,
761,Emausaurus_ernsti,Emausaurus_ernsti,Ornithischia,Thyreophora,Thyreophora,Early_Toarcian,Early_Toarcian,,,,,,,,,,,,,,Haubold 1990,no useful postcrania,1,0,SGWG,SGWG 85,,,,,,,,,,
762,Eocursor_parvus,Eocursor,Ornithischia,Ornithischia,Ornithischia,Norian,Rhaetian,109,,9.2,12.4,137,30,67,,,,,42,75,Butler et al. 2007; Butler 2010,,1,0,"SAM, South African Iziko Museum, Capetown, South Africa",SAM-PK-K8025,34.12,,36.93,0.0249,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,4.155353374,0.163730307
763,Eolambia_caroljonesa,Eolambia_caroljonesa,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Albian,Early_Cenomanian,,,,,,,,,,,,,,Kirkland 1998,mature; McDonald et al 2012,0,0,"CEUM, College of Eastern Utah Prehistoric Museum, Price, Utah, USA",CEUM 5212,,,,,,,,,,
764,Eotriceratops_xerinsularis,Eotriceratops_xerinsularis,Ornithischia,Ceratopsidae,Ceratopsidae,Early_Maastrichtian,Early_Maastrichtian,,,,,,,,,,,,,,Wu et al. 2007,Approximately 3 meters given in text as estimated total skull length. But this seems too big; mature,0,0,"TMP, Royal Tyrrell Museum of Paleontology, Drumheller, Canada",TMP 2002.57.07,,,,,,,,,,
765,Equijubus_normani,Equijubus_normani,Ornithischia,Hadrosauroidea,Hadrosauroidea,Barremian,Aptian,,,,,,,,,,,,,,You et al 2003b,no limbs,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V12534,,,,,,,,,,
766,Euoplocephalus_tutus,Euoplocephalus_tutus,Ornithischia,Ankylosauria,Ankylosauria,Late_Campanian,Late_Campanian,547.5,278,,,411.5,263,415,244,82,,147,271,,AMNH 5404 (NEC/MTC/DCE),skull length of ROM specimen = 371; NEC: forelimb; MTC: hindlimb; DCE: radius; mature,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5404,,,278,0,measured,244,0,measured,2329.632228,0.151187481
767,Ferganocephale_adenticulatum,not,Ornithischia,Pachycephalosauria,Pachycephalosauria,Callovian,Callovian,,,,,,,,,,,,,,Averianov et al. 2005,"isolated teeth only; nomen dubium; tooth crown height: 6.75, basal length: 5.70",0,0,"ZIN PH, Paleoherpetological Collection, Zoological Institute, Russian Academy of Sciences, St. Petersburg, Russia",ZIN PH 34?42,,,,,,,,,,
768,Fruitadens_haagarorum,Fruitadens_haagarorum,Ornithischia,Ornithischia,Ornithischia,Early_Tithonian,Early_Tithonian,,19.6,,,71.8,,36.7,,2.7,,,,,Butler et al. 2009,Circumference from the adult femur (LACM 115727); mature; Butler et al 2009,0,0,"LACM, Los Angeles County Museum, California, USA",LACM 120478,,,19.6,0,measured,,,,0.72813701,0.135
769,Fukuisaurus_tetoriensis,Fukuisaurus_tetoriensis,Ornithischia,Hadrosauroidea,Hadrosauroidea,Barremian,Barremian,,,,,,,,,,,,,,Kobayashi and Azuma 2003,Only sternal plates preserved for postcranial skeleton; dentary length: 259.4; mature; probably: Kobayashi and Azuma 2003,0,0,"FPDM, Fukui Prefectural Dinosaur Museum, Fukui, Japan",FPDM-V-40,,,,,,,,,,
770,Gargoyleosaurus_parkpinorum,Gargoyleosaurus_parkpinorum,Ornithischia,Ankylosauria,Ankylosauria,Kimmeridgian,Tithonian,465,193,75,58,,,292,175,60,50,,,,Kilbourne and Carpenter 2005,"sk, post width: 235.5; mature; Kilbourne and Carpenter 2005",0,0,"DMNH, Denver Museum of Nature and Science, Denver, Colorado, UK",DMNH 27726,209.77,173.14,193,0,measured,175,0,measured,891.0089449,0.151915285
771,Gasparinisaura_cincosaltensis,Gasparinisaura_cincosaltensis,Ornithischia,Ornithischia,Ornithischia,Early_Campanian,Early_Campanian,,55,,,,,,,,,,,,MUCPv-219 (DCE),"Largest individual, incomplete; mature; Salgado et al 2007",0,0,"MUCP, Museo Argentino de Ciencas Naturales, Universidad Nacional del Comahue, Argentina",MUCPv-219,,,55,0,measured,,,,12.42196375,0.135
772,Gastonia_burgei,Gastonia_burgei,Ornithischia,Ankylosauria,Ankylosauria,Barremian,Barremian,590,258,,,300,,320,177,,,,,,John Bird and Ken Carpenter pers. comm. 12 November 2012; Gaston et al. 2001,"width of skull: 283; est total body length of 4.6m, reconstructed from bonebed material; mature; Gaston et al. 2001",0,1,"CEUM, College of Eastern Utah Prehistoric Museum, Price, Utah, USA",CEUM 3646,,,258,0,measured,177,0,measured,1411.220204,0.149837931
773,Gideonmantellia_amosanjuanae,Gideonmantellia_amosanjuanae,Ornithischia,Ornithischia,Ornithischia,Early_Barremian,Early_Barremian,112.9,,11.5,13.2,132,,,,,,,,60.9,Ruiz-Omenaca et al. 2012,immature; no neurocentral fusion in sacral vertebrae,1,0,"MPG, Museo Paleontológico de Galve, Spain",MPG-PBCH,38.84,,41.95,0.0248,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,5.899140371,0.16426489
774,Gigantspinosaurus_sichuanensis,not,Ornithischia,Stegosauria,Stegosauria,Oxfordian,Early_Kimmeridgian,673,278,88,60,460,,435,235,70,65,,,,"S. Toru, pers. comm. 11 May 2012",,0,0,"ZDM, Zigong Dinosaur Museum, Zigong, China",ZDM 0019,234.56,212.13,278,0,measured,235,0,measured,2220.861952,0.152306707
775,Gilmoreosaurus_mongolensis,Gilmoreosaurus_mongolensis,Ornithischia,Hadrosauroidea,Hadrosauroidea,Middle_Campanian,Late_Campanian,695,280,,,615,234,315,142,,,86,309,,Humerus: AMNH FARB 30728; Femur: AMNH FARB 30741; Tibia: AMNH FABR 30746 (DCE),,0,1,"AMNH, American Museum of Natural History, New York, USA",AMNH FARB 30728/30741,,,280,0,measured,142,0,measured,1298.278492,0.151943179
776,Glyptodontopelta_mimus,not,Ornithischia,Ankylosauria,Ankylosauria,Early_Maastrichtian,Early_Maastrichtian,,,,,,,,,,,,,,Ford 2000; only scutes,,0,0,"USNM, United States National Museum, Washington DC, USA",USNM 8610,,,,,,,,,,
777,Gobisaurus_domoculus,Gobisaurus_domoculus,Ornithischia,Ankylosauria,Ankylosauria,Turonian,Turonian,,,,,,,,,,,,,,Vickaryous et al. 2001,"skull, post. Width:352; paper reports complete skeleton but gives no details",0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V12563,,,,,,,,,,
778,Gongbusaurus_wucaiwanensis,not,Ornithischia,Ornithischia,Ornithischia,Callovian,Oxfordian,110,39.3,,,124.3,,57.5,,7.4,,,46,68,"Xu Xing office specimen, number currently unknown (NEC)",,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V8303,,,39.3,0,measured,,,,4.930322493,0.135
779,Goyocephale_lattimorei,Goyocephale_lattimorei,Ornithischia,Pachycephalosauria,Pachycephalosauria,Late_Campanian,Early_Maastrichtian,,,,,,,92,,,,,,,Perle et al. 1982,width of skull:135; length of ilium 230,0,0,GI,GI SPS 100/1201,,,,,,,,,,
780,Graciliceratops_mongoliensis,Graciliceratops_mongoliensis,Ornithischia,Ceratopsia,Ceratopsia_3,Cenomanian,Santonian,96,,10.2,10.8,110,,84.7,,7.1,,,60,,"Chinnery 2004b, ODP",7.1 in minimum shaft,0,0,"ZPAL, Institute of Paleobiology of the Polish Academy of Sciences, Warsaw, Poland",ZPAL MgD-I/156,32.99,,35.73,0.0249,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,26.25,0.0368,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,6.653313705,0.193856722
781,Gravitholus_albertae,not,Ornithischia,Pachycephalosauria,Pachycephalosauria,Middle_Campanian,Middle_Campanian,,,,,,,,,,,,,,Wall & Galton 1979,nomin dubium,0,0,"PMA, Provincial Museum of Alberta, Edmonton, Canada",PMA 72.27.1,,,,,,,,,,
782,Gryphoceratops_morrisoni,Gryphoceratops_morrisoni,Ornithischia,Ceratopsia,Ceratopsia_3,Late_Santonian,Late_Santonian,,,,,,,,,,,,,,Ryan et al. 2012,Lower jaw length estimated at 90 mm,0,0,"ROM, Royal Ontario Museum, Toronto, Canada",ROM 56635,,,,,,,,,,
783,Gryposaurus_latidens,Gryposaurus_latidens,Ornithischia,Hadrosauroidea,Hadrosauroidea,Middle_Campanian,Late_Campanian,1120,397.5,111,137.8,1074,376,758,251,,,,,,AMNH 5465 (NEC/MTC),mature,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5465,391.95,,397.5,0,measured,251,0,measured,4230.380793,0.151488485
784,Gryposaurus_monumentensis,Gryposaurus_monumentensis,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,,,,,,,,,,,,,,Gates & Sampson 2007; skull only described: RAM 6797,,0,0,"RAM, Raymond M. Alf Museum of Palaeontology, Claremont, CA, USA",RAM 6797,,,,,,,,,,
785,Gryposaurus_notabilis,Gryposaurus_notabilis,Ornithischia,Hadrosauroidea,Hadrosauroidea,Campanian,Campanian,1135,445,135.2,152,1012,358,506,208,64.5,57.7,,,,AMNH 5350 (NEC/MTC),mature,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5350,451.52,192.1,445,0,measured,208,0,measured,4311.576994,0.152982721
786,Hanssuesia_sternbergi,Hanssuesia_sternbergi,Ornithischia,Pachycephalosauria,Pachycephalosauria,Campanian,Campanian,,,,,,,,,,,,,,CMN 8817 (DCE),only domes,0,0,"CMN, Canadian Museum of Nature, Ottawa, Canada",CMN 8817,,,,,,,,,,
787,Haya_griva,Haya_griva,Ornithischia,Ornithischia,Ornithischia,Santonian,Santonian,131,,,17.5,155,,86,,,10,,66,,Makovicky et al 2011,immature; open neurocentral sutures: Makovicky et al 2011,1,0,"IGM (Institute of Geology, Mongolia)",IGM 100/2015,,,57.3565963,0.0486,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,13.94069037,0.20224549
788,Helioceratops_brachygnathus,not,Ornithischia,Ceratopsia,Ceratopsia_2,Late_Albian,Early_Cenomanian,,,,,,,,,,,,,,Jin et al. 2009,dentary length: 11.5 mm,0,0,"JLUM , Jilin University Geological Museum, Changchun, Jilin Province, China.",JLUM L0204-Y-3,,,,,,,,,,
789,Heterodontosaurus_tucki,Heterodontosaurus_tucki,Ornithischia,Ornithischia,Ornithischia,Hettangian,Sinemurian,111.5,,,,143,,83.5,,,,,58,72.5,SAM-PK-K1332 (NEC),,0,0,"SAM, South African Iziko Museum, Capetown, South Africa",SAM-PK-K1332,,,40.17,0.0594,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,,,,5.236235182,0.228488411
790,Hexinlusaurus_multidens,not,Ornithischia,Ornithischia,Ornithischia,Bajocian,Callovian,,,,,243.8,,158.3,,15,,,,,He and Cai 1983 (MTC dataset),,0,0,"ZDM, Zigong Dinosaur Museum, Zigong, China",ZDM T6002,,,92.61,0.0898,FC_for_bipedal_dinosaurs_using_TL_and_equations_.12...14.,,,,52.04061708,0.303123347
791,Hexinlusaurus_multidens,Hexinlusaurus_multidens,Ornithischia,Ornithischia,Ornithischia,Bajocian,Callovian,153.4,,11.9,18.8,185.6,,101.3,,10.9,6.6,,65.7,97.5,He and Cai 1983 (MTC dataset),,1,0,"ZDM, Zigong Dinosaur Museum, Zigong, China",ZDM T6001,48.83,27.91,52.53,0.0248,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,10.94781092,0.166403247
792,Hippodraco_scutodens,Hippodraco_scutodens,Ornithischia,Iguanodontia,Iguanodontia,Barremian,Barremian,,,,,,164,323,118,,,,,210,DeBlieux pers. comm. 27 May 2014; McDonald et al. 2010a,Quadrate length 114mm; immature; although McDonald et al 2010 also describe its ontogenetic status as ambiguous,1,0,"UMNH, University of Utah Museum of Natural History, Salt Lake City, Utah, USA",UMNH VP 20208,,,,,,118,0,measured,,
793,Homalocephale_calathocercos,Homalocephale_calathocercos,Ornithischia,Pachycephalosauria,Pachycephalosauria,Late_Campanian,Early_Maastrichtian,212,83,25.2,,,,,,,,,,100,Maryanska & Osmolska 1974; Evans et al. 2011,,0,0,"MPC, Mongolian Paleontological Center, Mongolian Academy of Sciences,
Ulaanbaatar, Mongolia",MPC-D 100/1201,,,83,0,measured,,,,38.50628031,0.135
794,Hongshanosaurus_houi,not,Ornithischia,Ceratopsia,Ceratopsia_2,Late_Barremian,Early_Aptian,,,,,,,,,,,,,,You and Xu 2005,"Skull only, psittacosaur",0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V 12617,,,,,,,,,,
795,Hoplitosaurus_marshi,Hoplitosaurus_marshi,Ornithischia,Ankylosauria,Ankylosauria,Barremian,Barremian,480,210,90,41,,,,,,,,,,USNM 4757 (MTC),,0,0,"USNM, United States National Museum, Washington DC, USA",USNM 4757,213.04,,210,0,measured,184.12,0.0265,HC_for_thyreophorans_using_FC_and_equation_.25.,1075.865205,0.216564873
796,Huayangosaurus_taibaii,Huayangosaurus_taibaii,Ornithischia,Stegosauria,Stegosauria,Bajocian,Callovian,575,,,,520,,519,,,,,290,124,Zhou 1983,"good skeleton, more measurements present, ask Susie Maidment",0,0,"CV, Chongqing",CV00720-this individual was referred to Stegosauria indet by Madiment et al. 2006,,,237.38,0.0535,FC_for_quadrupedal_dinosaurs_using_FL_and_equation_.16.,,,,,
797,Huehuecanauhtlus_tiquichensis,not,Ornithischia,Hadrosauroidea,Hadrosauroidea,Santonian,Santonian,,,,,,,,,,,,,,Ramirez-Velasco et al 2012,no limbs; measurements avaliable for vertebrae and pelvis in publication; mature; Ramirez-Velasco et al 2012,0,0,"IGM (Institute of Geology, Mongolia)",IGM 6253,,,,,,,,,,
798,Hungarosaurus_tormai,Hungarosaurus_tormai,Ornithischia,Ankylosauria,Ankylosauria,Santonian,Santonian,490,175,,,,190,455,160,57,,,430,200,"?si & Makádi 2009; A. Osi pers. comm. 23 May 2012; also, skeleton estmated at 4 m, body mass estimated at 650 kg using models in paper",mature; ?si & Makádi 2009,0,0,"MTM, Magyar Természettudományi Múzeum (Hungarian Natural
History Museum), Budapest, Hungary",MTM 2007.25.1-30,,,175,0,measured,160,0,measured,688.1808134,0.151670059
799,Hylaeosaurus_armatus,Hylaeosaurus_armatus,Ornithischia,Ankylosauria,Ankylosauria,Valanginian,Valanginian,,,,,406,188,440,200,60,62,,,,BMNH R1106-1107 (RBJB); Hulke 1874,mature; Pereda Suberbiola 1994,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R1106-1107,,191.65,228.49,0.0271,FC_for_thyreophorans_using_HC_and_equation_.23.,200,0,measured,1353.913278,0.2230637
800,Hypacrosaurus_altispinus,Hypacrosaurus_altispinus,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Early_Maastrichtian,1074,395,,,995,350,510,222,,,,620,350,CMN 8501 (DCE); Evans 2010,mature,0,0,"CMN, Canadian Museum of Nature, Ottawa, Canada",CMN 8501,,,395,0,measured,222,0,measured,3689.151314,0.153117437
801,Hypacrosaurus_stebingeri,Hypacrosaurus_stebingeri,Ornithischia,Hadrosauroidea,Hadrosauroidea,Middle_Campanian,Late_Campanian,1190,448,142.4,100.1,,,,,,,,,,MOR 773 (MTC),mature,0,0,"MOR, Museum of the Rockies, Bozeman, Montana, USA",MOR 773,383.82,,448,0,measured,,,,,
802,Hypselospinus_fittoni,not,Ornithischia,Iguanodontia,Iguanodontia,Valanginian,Valanginian,833,,125,127,,,,,,,,,,Norman 2010; measurements taken with imagej,,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R1148,395.85,,410.98,0.0246,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,,
